movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,combination
madea goes to jail,Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,Comedy Crime Drama,tyler perry vanessa ferlito keshia knight pulliam derek luke comedy crime drama
wolves,David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,Action Horror,david hayter jason momoa jennifer hale stephen mchattie action horror
step up 2: the streets,Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado,Drama Music Musical Romance,jon m. chu cassie ventura mari koda luis rosado drama music musical romance
hoodwinked!,Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,Action Animation Comedy Crime Family,cory edwards anne hathaway chazz palminteri jim belushi action animation comedy crime family
hotel rwanda,Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,Drama History War,terry george don cheadle sophie okonedo hakeem kae-kazim drama history war
hitman,Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,Action Crime Drama Thriller,xavier gens henry ian cusick dougray scott ulrich thomsen action crime drama thriller
black nativity,Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,Drama Family Music Musical,kasi lemmons jennifer hudson mary j. blige vondie curtis-hall drama family music musical
the prince,Brian A Miller,Bruce Willis,50 Cent,Jessica Lowndes,Action Thriller,brian a miller bruce willis 50 cent jessica lowndes action thriller
city of ghosts,Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,Crime Drama Thriller,matt dillon kirk fox shawn andrews rob campbell crime drama thriller
the others,Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,Fantasy Horror Thriller,alejandro amenábar fionnula flanagan elaine cassidy eric sykes fantasy horror thriller
aliens,James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein,Action Adventure Sci-Fi,james cameron michael biehn carrie henn jenette goldstein action adventure sci-fi
my fair lady,George Cukor,Jeremy Brett,Rex Harrison,Theodore Bikel,Drama Family Musical Romance,george cukor jeremy brett rex harrison theodore bikel drama family musical romance
i know what you did last summer,Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,Horror Mystery Thriller,jim gillespie muse watson sarah michelle gellar anne heche horror mystery thriller
let's be cops,Luke Greenfield,Rob Riggle,Damon Wayans Jr.,James D'Arcy,Comedy,luke greenfield rob riggle damon wayans jr. james d'arcy comedy
sideways,Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey,Adventure Comedy Drama Romance,alexander payne virginia madsen patrick gallagher m.c. gainey adventure comedy drama romance
beerfest,Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,Comedy,jay chandrasekhar chris moss owain yeoman jay chandrasekhar comedy
halloween,John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,Horror Thriller,john carpenter jamie lee curtis donald pleasence p.j. soles horror thriller
hero,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Action Adventure History,yimou zhang jet li tony chiu wai leung maggie cheung action adventure history
good boy!,John Hoffman,Liam Aiken,Molly Shannon,Kevin Nealon,Comedy Drama Family Fantasy Sci-Fi,john hoffman liam aiken molly shannon kevin nealon comedy drama family fantasy sci-fi
the best man holiday,Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,Comedy Drama,malcolm d. lee harold perrineau sanaa lathan eddie cibrian comedy drama
smokin' aces,Joe Carnahan,Ryan Reynolds,Common,Alex Rocco,Action Crime Drama Thriller,joe carnahan ryan reynolds common alex rocco action crime drama thriller
saw 3d: the final chapter,Kevin Greutert,Costas Mandylor,Gina Holden,Betsy Russell,Horror Mystery,kevin greutert costas mandylor gina holden betsy russell horror mystery
40 days and 40 nights,Michael Lehmann,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,Comedy Romance,michael lehmann emmanuelle vaugier vinessa shaw paulo costanzo comedy romance
tron: legacy,Joseph Kosinski,Jeff Bridges,Olivia Wilde,James Frain,Action Adventure Sci-Fi,joseph kosinski jeff bridges olivia wilde james frain action adventure sci-fi
a night at the roxbury,John Fortenberry,Will Ferrell,Chris Kattan,Dan Hedaya,Comedy Music Romance,john fortenberry will ferrell chris kattan dan hedaya comedy music romance
beastly,Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,Drama Fantasy Romance,daniel barnz alex pettyfer mary-kate olsen erik knudsen drama fantasy romance
the hills have eyes,Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw,Horror,alexandre aja dan byrd greg nicotero vinessa shaw horror
dickie roberts: former child star,Sam Weisman,Kevin Grevioux,Jenna Boyd,Mary McCormack,Comedy,sam weisman kevin grevioux jenna boyd mary mccormack comedy
"mcfarland, usa",Niki Caro,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,Biography Drama Sport,niki caro morgan saylor valente rodriguez diana maria riva biography drama sport
lottery ticket,Erik White,Brandon T. Jackson,Loretta Devine,Shad Moss,Comedy,erik white brandon t. jackson loretta devine shad moss comedy
atl,Chris Robinson,T.I.,Adam Boyer,Malika,Comedy Crime Drama Music Romance,chris robinson t.i. adam boyer malika comedy crime drama music romance
pitch perfect,Jason Moore,Anna Kendrick,Hana Mae Lee,Ben Platt,Comedy Music Romance,jason moore anna kendrick hana mae lee ben platt comedy music romance
summer catch,Michael Tollin,Marc Blucas,Brian Dennehy,Bruce Davison,Comedy Drama Romance Sport,michael tollin marc blucas brian dennehy bruce davison comedy drama romance sport
a simple plan,Sam Raimi,Gary Cole,Bridget Fonda,Chelcie Ross,Crime Drama Thriller,sam raimi gary cole bridget fonda chelcie ross crime drama thriller
they,Robert Harmon,Alexander Gould,Ethan Embry,Marc Blucas,Horror Mystery Thriller,robert harmon alexander gould ethan embry marc blucas horror mystery thriller
larry the cable guy: health inspector,Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,Comedy Romance,trent cooper thomas f. wilson larry the cable guy megyn price comedy romance
the adventures of elmo in grouchland,Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,Adventure Comedy Family Fantasy Musical,gary halvorson vanessa williams kevin clash caroll spinney adventure comedy family fantasy musical
brooklyn's finest,Antoine Fuqua,Don Cheadle,Lili Taylor,Armando Riesco,Crime Drama Thriller,antoine fuqua don cheadle lili taylor armando riesco crime drama thriller
55 days at peking,Nicholas Ray,Ava Gardner,David Niven,John Ireland,Action Adventure Drama History War,nicholas ray ava gardner david niven john ireland action adventure drama history war
evil dead,Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,Horror,fede alvarez lou taylor pucci elizabeth blackmore ellen sandweiss horror
my life in ruins,Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch,Comedy Romance,donald petrie nia vardalos harland williams rachel dratch comedy romance
american dreamz,Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,Comedy Music,paul weitz judy greer dennis quaid chris klein comedy music
superman iv: the quest for peace,Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,Action Adventure Family Sci-Fi,sidney j. furie jim broadbent margot kidder william hootkins action adventure family sci-fi
how she move,Ian Iqbal Rashid,DeRay Davis,Clé Bennett,Conrad Coates,Drama,ian iqbal rashid deray davis clé bennett conrad coates drama
running scared,Wayne Kramer,Paul Walker,Chazz Palminteri,Ivana Milicevic,Action Crime Drama Thriller,wayne kramer paul walker chazz palminteri ivana milicevic action crime drama thriller
bobby jones: stroke of genius,Rowdy Herrington,Aidan Quinn,Jeremy Northam,Paul Freeman,Biography Drama Romance Sport,rowdy herrington aidan quinn jeremy northam paul freeman biography drama romance sport
shanghai surprise,Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,Adventure Crime Drama Romance,jim goddard victor wong paul freeman clyde kusatsu adventure crime drama romance
the illusionist,Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,Drama Mystery Romance Thriller,neil burger rufus sewell eddie marsan jake wood drama mystery romance thriller
roar,Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,Adventure Horror Thriller,noel marshall tippi hedren melanie griffith zakes mokae adventure horror thriller
veronica guerin,Joel Schumacher,Brenda Fricker,David Murray,Gerard McSorley,Biography Crime Drama Thriller,joel schumacher brenda fricker david murray gerard mcsorley biography crime drama thriller
escobar: paradise lost,Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Carlos Bardem,Crime Drama Romance Thriller,andrea di stefano josh hutcherson brady corbet carlos bardem crime drama romance thriller
southland tales,Richard Kelly,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,Comedy Mystery Sci-Fi Thriller,richard kelly janeane garofalo curtis armstrong chris andrew ciulla comedy mystery sci-fi thriller
dragon hunters,Guillaume Ivernel,Rob Paulsen,Jess Harnell,Mary Mouser,Adventure Animation Family Fantasy,guillaume ivernel rob paulsen jess harnell mary mouser adventure animation family fantasy
damnation alley,Jack Smight,George Peppard,Jan-Michael Vincent,Paul Winfield,Sci-Fi,jack smight george peppard jan-michael vincent paul winfield sci-fi
the apparition,Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,Horror Thriller,todd lincoln julianna guill rick gomez tim williams horror thriller
my girl,Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,Comedy Drama Family Romance,howard zieff macaulay culkin jamie lee curtis griffin dunne comedy drama family romance
fur: an imaginary portrait of diane arbus,Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,Biography Drama Romance,steven shainberg robert downey jr. ty burrell matt servitto biography drama romance
the illusionist,Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,Drama Mystery Romance Thriller,neil burger rufus sewell eddie marsan jake wood drama mystery romance thriller
wall street,Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,Crime Drama,oliver stone hal holbrook tamara tunie james karen crime drama
sense and sensibility,Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,Drama Romance,ang lee alan rickman kate winslet tom wilkinson drama romance
becoming jane,Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,Biography Drama Romance,julian jarrold anne hathaway julie walters laurence fox biography drama romance
sydney white,Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,Comedy Romance,joe nussbaum danny strong matt long samm levine comedy romance
house of sand and fog,Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,Drama,vadim perelman frances fisher kim dickens ron eldard drama
dead poets society,Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,Comedy Drama,peter weir robin williams josh charles kurtwood smith comedy drama
dumb & dumber,Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,Comedy,peter farrelly lauren holly mike starr teri garr comedy
when harry met sally...,Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,Comedy Drama Romance,rob reiner bruno kirby gretchen palmer harley jane kozak comedy drama romance
the verdict,Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,Drama,sidney lumet charlotte rampling james mason jack warden drama
road trip,Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Comedy,todd phillips ethan suplee rachel blanchard paulo costanzo comedy
varsity blues,Brian Robbins,Paul Walker,Ron Lester,Mark Walters,Comedy Drama Romance Sport,brian robbins paul walker ron lester mark walters comedy drama romance sport
the artist,Michel Hazanavicius,Bérénice Bejo,Ed Lauter,Beth Grant,Comedy Drama Romance,michel hazanavicius bérénice bejo ed lauter beth grant comedy drama romance
the unborn,David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,Drama Fantasy Horror Mystery Thriller,david s. goyer gary oldman atticus shaffer rachel brosnahan drama fantasy horror mystery thriller
moonrise kingdom,Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,Adventure Comedy Drama Romance,wes anderson bruce willis bill murray bob balaban adventure comedy drama romance
the texas chainsaw massacre: the beginning,Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,Horror,jonathan liebesman matt bomer jordana brewster lew temple horror
the young messiah,Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,Drama,cyrus nowrasteh clive russell vincent walsh finn ireland drama
the master of disguise,Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,Comedy Family,perry andelin blake jennifer esposito kenan thompson james brolin comedy family
pan's labyrinth,Guillermo del Toro,Ivana Baquero,Maribel Verdú,Sergi López,Drama Fantasy War,guillermo del toro ivana baquero maribel verdú sergi lópez drama fantasy war
the messengers,unknown,Joel Courtney,Jessika Van,Riley Smith,Drama Fantasy Mystery Thriller,unknown joel courtney jessika van riley smith drama fantasy mystery thriller
see spot run,John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,Action Comedy Crime Family,john whitesell leslie bibb angus t. jones paul sorvino action comedy crime family
baby boy,John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,Crime Drama Romance Thriller,john singleton mo'nique snoop dogg angell conwell crime drama romance thriller
the roommate,Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,Drama Horror Thriller,christian e. christiansen leighton meester danneel ackles frances fisher drama horror thriller
joe dirt,Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,Adventure Comedy Drama,dennie gordon brittany daniel erik per sullivan fred ward adventure comedy drama
double impact,Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,Action Crime,sheldon lettich bolo yeung alonna shaw kamel krifa action crime
hot fuzz,Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,Action Comedy Mystery,edgar wright bill bailey joe cornish billie whitelaw action comedy mystery
the women,Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,Comedy Drama,diane english jada pinkett smith debi mazar debra messing comedy drama
vicky cristina barcelona,Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,Drama Romance,woody allen scarlett johansson kevin dunn christopher evan welch drama romance
arn: the knight templar,Peter Flinth,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,Action Adventure Drama Romance War,peter flinth gustaf skarsgård michael nyqvist vincent perez action adventure drama romance war
bad moms,Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Comedy,jon lucas mila kunis jay hernandez jada pinkett smith comedy
boys and girls,Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Comedy Drama Romance,robert iscove alyson hannigan amanda detmer tsianina joelson comedy drama romance
white oleander,Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,Drama,peter kosminsky patrick fugit cole hauser marc donato drama
jennifer's body,Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Comedy Fantasy Horror,karyn kusama j.k. simmons amy sedaris cynthia stevenson comedy fantasy horror
drowning mona,Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,Comedy Crime Mystery,nick gomez will ferrell jamie lee curtis tracey walter comedy crime mystery
radio days,Woody Allen,Mike Starr,Don Pardo,Julie Kavner,Comedy,woody allen mike starr don pardo julie kavner comedy
left behind,Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,Action Drama Fantasy Mystery Thriller,vic armstrong nicolas cage lea thompson quinton aaron action drama fantasy mystery thriller
remember me,Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins,Drama Romance,allen coulter robert pattinson lena olin ruby jerins drama romance
